data.date;data.confirmed;data.hosp;data.deaths
27/04/2022;81081307;12756;991039
28/04/2022;81154876;12926;991502
29/04/2022;81236707;13009;991921
30/04/2022;81259033;12851;992010
01/05/2022;81274401;13150;992033
02/05/2022;81370245;13807;992424
03/05/2022;81439579;14229;993088
04/05/2022;81541535;14555;995021
05/05/2022;81634962;14869;995715
06/05/2022;81730174;14941;996168
07/05/2022;81760532;15051;996264
08/05/2022;81772325;15307;996283
09/05/2022;81884978;15618;996612
10/05/2022;81978601;16288;996916
11/05/2022;82140136;16772;997481
12/05/2022;82255493;17349;997853
13/05/2022;82369958;17840;998279
14/05/2022;82395023;17906;998325
15/05/2022;82414462;18359;998352
16/05/2022;82564280;19377;998673
17/05/2022;82698373;20075;999027
18/05/2022;82867288;20473;999607
19/05/2022;82988450;20650;1000013
20/05/2022;83128466;20903;1000411
21/05/2022;83165773;20623;1000526
22/05/2022;83187760;21051;1000577
23/05/2022;83320644;21887;1000826
24/05/2022;83453009;22040;1001375
25/05/2022;83640103;22188;1002179
26/05/2022;83764744;22392;1002522
27/05/2022;83903655;22493;1003124
28/05/2022;83917417;22059;1003159
29/05/2022;83926462;22352;1003167
30/05/2022;83958614;22820;1003189
31/05/2022;84140997;23974;1003571
01/06/2022;84360023;24718;1004163
02/06/2022;84471393;24902;1004534
03/06/2022;84613605;24723;1004941
04/06/2022;84657255;24076;1005134
05/06/2022;84673734;24305;1005152
06/06/2022;84810837;24716;1005473
07/06/2022;84953650;24981;1005943
08/06/2022;85132456;25421;1006988
09/06/2022;85250167;25600;1007331
10/06/2022;85386208;25365;1007702
11/06/2022;85421581;24983;1007826
12/06/2022;85439974;25159;1007845
13/06/2022;85565377;25689;1008116
14/06/2022;85700792;26042;1008554
15/06/2022;85872596;26413;1009208
16/06/2022;85976793;26235;1009543
17/06/2022;86093350;26221;1009847
18/06/2022;86108115;25557;1009871
19/06/2022;86122722;25736;1009893
20/06/2022;86176918;26414;1009982
21/06/2022;86386656;26719;1010552
22/06/2022;86557097;27312;1011326
23/06/2022;86673590;27712;1011825
24/06/2022;86829149;27794;1012317
25/06/2022;86876818;27675;1012480
26/06/2022;86895056;28123;1012486
27/06/2022;87027295;29133;1012765
28/06/2022;87149583;29548;1013306
29/06/2022;87345359;29938;1013999
30/06/2022;87469077;30017;1014452
01/07/2022;87621338;30087;1014974
02/07/2022;87633658;29807;1014995
03/07/2022;87640519;30088;1014998
04/07/2022;87676181;30720;1015062
05/07/2022;87857067;32096;1015488
06/07/2022;88097358;33435;1016205
07/07/2022;88221970;33925;1016680
08/07/2022;88390029;34217;1017242
09/07/2022;88413615;33571;1017278
10/07/2022;88436184;34039;1017286
11/07/2022;88611513;35321;1017837
12/07/2022;88795782;36028;1018359
13/07/2022;88986908;36788;1019239
14/07/2022;89131091;37170;1019697
15/07/2022;89300973;36997;1020230
16/07/2022;89322015;36300;1020272
17/07/2022;89343986;36791;1020283
18/07/2022;89514434;38047;1020803
19/07/2022;89675305;38840;1021350
20/07/2022;89879921;39366;1022142
21/07/2022;90033432;39394;1022693
22/07/2022;90199121;39177;1023273
23/07/2022;90223372;38487;1023329
24/07/2022;90244872;38668;1023343
25/07/2022;90412575;39693;1023855
26/07/2022;90576810;39965;1024374
27/07/2022;90803295;40250;1025198
28/07/2022;90952402;40131;1025682
29/07/2022;91091698;39540;1026300
30/07/2022;91103665;38395;1026322
31/07/2022;91114530;38690;1026331
01/08/2022;91291256;39446;1026937
02/08/2022;91399466;39536;1027382
03/08/2022;91616745;39865;1028439
04/08/2022;91781476;39226;1029112
05/08/2022;91913390;38974;1029769
06/08/2022;91924176;37959;1029797
07/08/2022;91934257;38038;1029808
08/08/2022;92079701;38319;1030371
09/08/2022;92208348;38477;1030933
10/08/2022;92383180;38269;1031805
11/08/2022;92520198;37896;1032506
12/08/2022;92641966;37286;1033177
13/08/2022;92648820;35823;1033195
14/08/2022;92659524;36056;1033207
15/08/2022;92788886;36801;1033762
16/08/2022;92909503;36506;1034234
17/08/2022;93069322;36275;1035194
18/08/2022;93195688;35573;1035802
19/08/2022;93304179;34961;1036333
20/08/2022;93312106;33887;1036360
21/08/2022;93320628;34097;1036368
22/08/2022;93441270;34720;1036961
23/08/2022;93546473;34472;1037466
24/08/2022;93720590;34085;1038392
25/08/2022;93831767;33568;1039036
26/08/2022;93934199;33132;1039673
27/08/2022;93943022;32073;1039703
28/08/2022;93951561;32133;1039706
29/08/2022;94063866;32571;1040297
30/08/2022;94180902;32463;1040764
31/08/2022;94335008;32441;1042167
01/09/2022;94443668;31491;1042880
02/09/2022;94532021;30932;1043382
03/09/2022;94539458;29864;1043401
04/09/2022;94545281;29694;1043402
05/09/2022;94563745;30329;1043455
06/09/2022;94689639;31065;1044083
07/09/2022;94833490;30928;1044912
08/09/2022;94921915;30445;1045586
09/09/2022;94995800;29873;1046119
10/09/2022;94999027;27877;1046145
11/09/2022;95010491;27990;1046164
12/09/2022;95098004;28291;1046733
13/09/2022;95159646;27824;1047221
14/09/2022;95275075;27443;1048141
15/09/2022;95369503;26772;1048765
16/09/2022;95428258;26096;1049213
17/09/2022;95434981;25096;1049235
18/09/2022;95440240;25162;1049243
19/09/2022;95507606;25866;1049750
20/09/2022;95559194;25537;1050158
21/09/2022;95666528;25155;1051083
22/09/2022;95760230;24945;1051601
23/09/2022;95804726;24489;1052056
24/09/2022;95812817;23353;1052093
25/09/2022;95819136;23322;1052099
26/09/2022;95877656;23851;1052503
27/09/2022;95919539;23655;1052948
28/09/2022;96019867;23556;1054260
29/09/2022;96104859;23287;1054893
30/09/2022;96144226;22716;1055290
01/10/2022;96150643;21783;1055316
02/10/2022;96156591;21933;1055316
03/10/2022;96204427;22669;1055596
04/10/2022;96240281;22723;1056073
05/10/2022;96320795;22581;1057185
06/10/2022;96394630;22263;1057889
07/10/2022;96429284;21779;1058206
08/10/2022;96422344;21219;1058156
09/10/2022;96428398;21340;1058159
10/10/2022;96452692;21808;1058322
11/10/2022;96493867;21990;1058919
12/10/2022;96567547;21789;1059706
13/10/2022;96643191;21762;1060345
14/10/2022;96672841;21544;1060730
15/10/2022;96675617;20862;1060748
16/10/2022;96682663;21076;1060760
17/10/2022;96729811;21801;1061118
18/10/2022;96757935;21768;1061498
19/10/2022;96826394;21809;1062203
20/10/2022;96887495;21636;1062741
21/10/2022;96921457;21459;1063369
22/10/2022;96924033;21021;1063379
23/10/2022;96931008;21143;1063380
24/10/2022;96970800;21846;1063613
25/10/2022;96996456;22213;1063993
26/10/2022;97077271;22478;1065118
27/10/2022;97146134;22292;1065706
28/10/2022;97179235;21933;1065942
29/10/2022;97182927;21161;1065964
30/10/2022;97186606;21280;1065966
31/10/2022;97233018;21804;1066150
01/11/2022;97262328;22015;1066491
02/11/2022;97338475;22332;1067366
03/11/2022;97416551;22317;1067922
04/11/2022;97465910;22098;1068411
05/11/2022;97469639;21663;1068432
06/11/2022;97476278;21968;1068437
07/11/2022;97515570;22699;1068574
08/11/2022;97536711;22862;1068787
09/11/2022;97630397;22449;1069707
10/11/2022;97718317;22186;1070288
11/11/2022;97729641;21944;1083006
12/11/2022;97732216;21578;1083008
13/11/2022;97734170;21968;1083009
14/11/2022;97785091;22555;1083181
15/11/2022;97818155;22327;1083484
16/11/2022;97896481;22462;1083989
17/11/2022;97979502;22264;1084415
18/11/2022;98030190;22266;1084931
19/11/2022;98033687;21834;1084942
20/11/2022;98036926;22134;1084942
21/11/2022;98080590;23140;1085106
22/11/2022;98117917;23595;1085553
23/11/2022;98228602;23629;1086524
24/11/2022;98264632;23387;1086674
25/11/2022;98290350;24368;1086893
26/11/2022;98291540;25121;1086894
27/11/2022;98298369;26399;1086908
28/11/2022;98356317;28052;1087098
29/11/2022;98404190;29235;1087415
30/11/2022;98516131;30009;1087873
01/12/2022;98613271;30240;1088564
02/12/2022;98686737;30154;1088978
03/12/2022;98691598;29687;1088997
04/12/2022;98696204;30202;1088997
05/12/2022;98750243;31445;1089181
06/12/2022;98798681;32046;1089662
07/12/2022;98949011;32325;1090599
08/12/2022;99089404;32534;1092099
09/12/2022;99122963;32353;1092393
10/12/2022;99128018;31649;1092410
11/12/2022;99133303;32163;1092410
12/12/2022;99187602;33527;1092595
13/12/2022;99245874;33805;1093064
14/12/2022;99400962;33491;1093869
15/12/2022;99527716;34359;1094509
16/12/2022;99601910;34149;1095062
17/12/2022;99606838;33764;1095074
18/12/2022;99612758;34378;1095074
19/12/2022;99669991;35035;1095297
20/12/2022;99726822;35670;1095749
21/12/2022;99907293;35716;1096760
22/12/2022;100055824;35197;1097361
23/12/2022;100087194;34810;1097537
24/12/2022;100092117;33898;1097539
25/12/2022;100095566;33974;1097539
26/12/2022;100104798;35701;1097550
27/12/2022;100190406;37487;1097812
28/12/2022;100313378;38828;1098651
29/12/2022;100423471;39661;1099302
30/12/2022;100456662;39793;1099824
31/12/2022;100462184;39594;1099837
01/01/2023;100447989;40482;1099837
02/01/2023;100458882;41874;1099837
03/01/2023;100535564;43184;1100152
04/01/2023;100743731;43676;1102278
05/01/2023;100859561;42824;1102956
06/01/2023;100969155;41863;1103517
07/01/2023;100972762;40082;1103530
08/01/2023;100978862;40334;1103533
09/01/2023;101023334;40620;1103732
10/01/2023;101067331;39660;1104459
11/01/2023;101225546;38468;1105982
12/01/2023;101322776;37289;1106738
13/01/2023;101353503;35891;1107013
14/01/2023;101357407;34620;1107039
15/01/2023;101361142;34253;1107040
16/01/2023;101369550;34397;1107051
17/01/2023;101428192;33923;1107788
18/01/2023;101573353;33217;1109270
19/01/2023;101641282;32064;1110084
20/01/2023;101724115;31039;1111004
21/01/2023;101726588;29579;1111011
22/01/2023;101731541;29548;1111020
23/01/2023;101763953;29764;1111290
24/01/2023;101795726;29253;1111991
25/01/2023;101909009;28893;1113234
26/01/2023;101987861;27925;1114038
27/01/2023;102002032;27030;1114217
28/01/2023;102004232;26065;1114224
29/01/2023;102008656;26244;1114228
30/01/2023;102039105;26733;1114413
31/01/2023;102070172;26364;1115001
01/02/2023;102179838;25875;1115974
02/02/2023;102247441;25361;1116666
03/02/2023;102311816;24662;1117828
04/02/2023;102314712;23868;1117837
05/02/2023;102317430;24044;1117837
06/02/2023;102342210;24815;1118038
07/02/2023;102374102;24542;1118715
08/02/2023;102486294;24434;1119717
09/02/2023;102555293;24001;1120505
10/02/2023;102569435;23707;1120667
11/02/2023;102571337;23042;1120678
12/02/2023;102574464;23151;1120691
13/02/2023;102598932;23789;1120904
14/02/2023;102626458;23844;1121294
15/02/2023;102729372;24017;1122197
16/02/2023;102799884;23664;1122844
17/02/2023;102845975;23255;1123572
18/02/2023;102850046;22407;1123580
19/02/2023;102852853;22647;1123588
20/02/2023;102861300;22962;1123643
21/02/2023;102890417;23092;1123951
22/02/2023;103017916;22783;1124805
23/02/2023;103082394;22452;1125325
24/02/2023;103093565;22047;1125407
25/02/2023;103095092;21332;1125420
26/02/2023;103097410;21343;1125421
27/02/2023;103115557;21876;1125449
28/02/2023;103143908;21735;1127272
01/03/2023;103233169;21375;1128090
02/03/2023;103295280;20824;1128722
03/03/2023;103364789;20429;1129424
04/03/2023;103366460;19756;1129434
05/03/2023;103368027;19858;1129434
06/03/2023;103382801;20208;1129530
07/03/2023;103406609;19952;1129852
08/03/2023;103469981;19340;1130471
09/03/2023;103525528;18708;1131912
10/03/2023;103535689;18189;1131963
11/03/2023;103537178;17567;1131969
12/03/2023;103538183;17708;1131968
13/03/2023;103551298;18032;1132071
14/03/2023;103571472;17624;1132310
15/03/2023;103709101;17354;1133022
16/03/2023;103763561;16908;1133461
17/03/2023;103782317;16456;1133824
18/03/2023;103783492;16068;1133826
19/03/2023;103784916;16171;1133826
20/03/2023;103794703;16572;1133964
21/03/2023;103813076;16318;1134177
22/03/2023;103864888;15965;1134913
23/03/2023;103910034;15695;1135343
24/03/2023;0;15605;0
25/03/2023;0;15091;0
26/03/2023;0;15131;0
27/03/2023;0;15506;0
28/03/2023;0;15416;0
29/03/2023;0;15077;0
30/03/2023;0;14750;0
31/03/2023;0;14284;0
01/04/2023;0;13654;0
02/04/2023;0;13767;0
03/04/2023;0;14117;0
04/04/2023;0;13963;0
05/04/2023;0;13631;0
06/04/2023;0;13391;0
07/04/2023;0;12944;0
08/04/2023;0;12196;0
09/04/2023;0;12202;0
10/04/2023;0;12553;0
11/04/2023;0;12462;0
12/04/2023;0;12310;0
13/04/2023;0;12148;0
14/04/2023;0;11873;0
15/04/2023;0;11725;0
16/04/2023;0;11744;0
17/04/2023;0;11901;0
18/04/2023;0;11623;0
19/04/2023;0;11341;0
20/04/2023;0;10997;0
21/04/2023;0;10736;0
22/04/2023;0;10267;0
23/04/2023;0;10332;0
24/04/2023;0;10470;0
25/04/2023;0;10226;0
26/04/2023;0;9917;0
27/04/2023;0;9653;0
28/04/2023;0;9490;0
29/04/2023;0;9162;0
30/04/2023;0;9340;0
01/05/2023;0;9462;0
02/05/2023;0;9357;0
03/05/2023;0;9087;0
04/05/2023;0;8937;0
05/05/2023;0;8649;0
06/05/2023;0;8311;0
07/05/2023;0;8426;0
08/05/2023;0;8715;0
09/05/2023;0;8720;0
10/05/2023;0;8574;0
11/05/2023;0;8405;0
12/05/2023;0;8166;0
13/05/2023;0;7807;0
14/05/2023;0;7760;0
15/05/2023;0;7979;0
16/05/2023;0;7949;0
17/05/2023;0;7783;0
18/05/2023;0;7574;0
19/05/2023;0;7613;0
20/05/2023;0;7323;0
21/05/2023;0;7383;0
22/05/2023;0;7696;0
23/05/2023;0;7453;0
24/05/2023;0;7342;0
25/05/2023;0;7165;0
26/05/2023;0;6967;0
27/05/2023;0;6807;0
28/05/2023;0;6721;0
29/05/2023;0;6908;0
30/05/2023;0;7187;0
31/05/2023;0;7181;0
01/06/2023;0;7042;0
02/06/2023;0;6946;0
03/06/2023;0;6587;0
04/06/2023;0;6666;0
05/06/2023;0;6867;0
06/06/2023;0;6780;0
07/06/2023;0;6596;0
08/06/2023;0;6454;0
09/06/2023;0;6213;0
10/06/2023;0;6115;0
11/06/2023;0;6199;0
12/06/2023;0;6276;0
13/06/2023;0;6182;0
14/06/2023;0;6190;0
15/06/2023;0;6128;0
16/06/2023;0;6025;0
17/06/2023;0;5794;0
18/06/2023;0;5872;0
19/06/2023;0;5914;0
20/06/2023;0;5804;0
21/06/2023;0;5695;0
22/06/2023;0;5489;0
23/06/2023;0;5370;0
24/06/2023;0;5312;0
25/06/2023;0;5284;0
26/06/2023;0;5532;0
27/06/2023;0;5610;0
28/06/2023;0;5664;0
29/06/2023;0;5629;0
30/06/2023;0;5543;0
01/07/2023;0;5334;0
02/07/2023;0;5313;0
03/07/2023;0;5503;0
04/07/2023;0;5520;0
05/07/2023;0;5626;0
06/07/2023;0;5601;0
07/07/2023;0;5566;0
08/07/2023;0;5496;0
09/07/2023;0;5634;0
10/07/2023;0;5826;0
11/07/2023;0;5948;0
12/07/2023;0;5961;0
13/07/2023;0;5836;0
14/07/2023;0;5791;0
15/07/2023;0;5753;0
16/07/2023;0;5964;0
17/07/2023;0;6213;0
18/07/2023;0;6277;0
19/07/2023;0;6324;0
20/07/2023;0;6271;0
21/07/2023;0;6379;0
22/07/2023;0;6424;0
23/07/2023;0;6485;0
24/07/2023;0;6842;0
25/07/2023;0;7056;0
26/07/2023;0;7058;0
27/07/2023;0;7238;0
28/07/2023;0;7384;0
29/07/2023;0;7433;0
30/07/2023;0;7746;0
31/07/2023;0;7896;0
01/08/2023;0;8330;0
02/08/2023;0;8495;0
03/08/2023;0;8521;0
04/08/2023;0;8667;0
05/08/2023;0;8609;0
06/08/2023;0;9018;0
07/08/2023;0;9442;0
08/08/2023;0;9668;0
09/08/2023;0;9980;0
10/08/2023;0;10127;0
11/08/2023;0;10272;0
12/08/2023;0;9894;0
13/08/2023;0;10392;0
14/08/2023;0;11255;0
15/08/2023;0;11546;0
16/08/2023;0;11635;0
17/08/2023;0;11672;0
18/08/2023;0;11764;0
19/08/2023;0;11740;0
20/08/2023;0;12239;0
21/08/2023;0;12747;0
22/08/2023;0;13105;0
23/08/2023;0;13384;0
24/08/2023;0;13698;0
25/08/2023;0;13893;0
26/08/2023;0;13715;0
27/08/2023;0;14209;0
28/08/2023;0;15203;0
29/08/2023;0;15321;0
30/08/2023;0;15414;0
31/08/2023;0;15324;0
01/09/2023;0;15286;0
02/09/2023;0;14899;0
03/09/2023;0;15219;0
04/09/2023;0;16179;0
05/09/2023;0;16933;0
06/09/2023;0;17229;0
07/09/2023;0;17131;0
08/09/2023;0;16980;0
09/09/2023;0;16312;0
10/09/2023;0;16657;0
11/09/2023;0;17315;0
12/09/2023;0;17308;0
13/09/2023;0;17039;0
14/09/2023;0;16779;0
15/09/2023;0;16499;0
16/09/2023;0;15784;0
17/09/2023;0;15969;0
18/09/2023;0;16626;0
19/09/2023;0;17006;0
20/09/2023;0;16901;0
21/09/2023;0;16670;0
22/09/2023;0;16638;0
23/09/2023;0;16234;0
24/09/2023;0;16513;0
25/09/2023;0;16573;0
26/09/2023;0;16424;0
27/09/2023;0;16804;0
28/09/2023;0;16357;0
29/09/2023;0;16030;0
30/09/2023;0;15483;0
01/10/2023;0;15664;0
02/10/2023;0;15736;0
03/10/2023;0;15570;0
04/10/2023;0;15285;0
05/10/2023;0;15011;0
06/10/2023;0;14775;0
07/10/2023;0;14013;0
08/10/2023;0;14287;0
09/10/2023;0;14628;0
10/10/2023;0;14376;0
11/10/2023;0;14225;0
12/10/2023;0;14013;0
13/10/2023;0;13740;0
14/10/2023;0;13160;0
15/10/2023;0;13582;0
16/10/2023;0;13962;0
17/10/2023;0;13851;0
18/10/2023;0;13761;0
19/10/2023;0;13681;0
20/10/2023;0;13431;0
21/10/2023;0;13132;0
22/10/2023;0;13471;0
23/10/2023;0;13962;0
24/10/2023;0;13823;0
25/10/2023;0;13594;0
26/10/2023;0;13252;0
27/10/2023;0;13132;0
28/10/2023;0;12747;0
29/10/2023;0;13004;0
30/10/2023;0;13550;0
31/10/2023;0;13337;0
01/11/2023;0;12804;0
02/11/2023;0;12647;0
03/11/2023;0;12578;0
04/11/2023;0;12268;0
05/11/2023;0;12799;0
06/11/2023;0;13566;0
07/11/2023;0;13736;0
08/11/2023;0;13849;0
09/11/2023;0;13816;0
10/11/2023;0;13685;0
11/11/2023;0;13387;0
12/11/2023;0;13775;0
13/11/2023;0;14358;0
14/11/2023;0;14288;0
15/11/2023;0;14418;0
16/11/2023;0;14534;0
17/11/2023;0;14595;0
18/11/2023;0;14706;0
19/11/2023;0;15239;0
20/11/2023;0;15955;0
21/11/2023;0;16059;0
22/11/2023;0;15922;0
23/11/2023;0;15335;0
24/11/2023;0;15747;0
25/11/2023;0;16200;0
26/11/2023;0;16867;0
27/11/2023;0;17936;0
28/11/2023;0;18338;0
29/11/2023;0;18356;0
30/11/2023;0;18452;0
01/12/2023;0;18109;0
02/12/2023;0;18088;0
03/12/2023;0;18569;0
04/12/2023;0;19471;0
05/12/2023;0;19671;0
06/12/2023;0;19532;0
07/12/2023;0;19435;0
08/12/2023;0;19276;0
09/12/2023;0;18995;0
10/12/2023;0;19830;0
11/12/2023;0;20712;0
12/12/2023;0;20720;0
13/12/2023;0;20734;0
14/12/2023;0;20822;0
15/12/2023;0;20659;0
16/12/2023;0;20408;0
17/12/2023;0;21134;0
18/12/2023;0;22569;0
19/12/2023;0;23103;0
20/12/2023;0;23406;0
21/12/2023;0;23620;0
22/12/2023;0;23523;0
23/12/2023;0;22831;0
24/12/2023;0;23390;0
25/12/2023;0;24334;0
26/12/2023;0;25977;0
27/12/2023;0;27040;0
28/12/2023;0;28106;0
29/12/2023;0;28844;0
30/12/2023;0;28908;0
31/12/2023;0;29498;0
01/01/2024;0;30321;0
02/01/2024;0;31406;0
03/01/2024;0;31526;0
04/01/2024;0;30969;0
05/01/2024;0;30372;0
06/01/2024;0;29435;0
07/01/2024;0;29807;0
08/01/2024;0;30549;0
09/01/2024;0;29743;0
10/01/2024;0;29216;0
11/01/2024;0;28494;0
12/01/2024;0;27779;0
13/01/2024;0;26691;0
14/01/2024;0;26978;0
15/01/2024;0;27341;0
16/01/2024;0;27002;0
17/01/2024;0;26325;0
18/01/2024;0;25381;0
19/01/2024;0;24400;0
20/01/2024;0;23404;0
21/01/2024;0;23294;0
22/01/2024;0;23766;0
23/01/2024;0;23378;0
24/01/2024;0;22849;0
25/01/2024;0;22304;0
26/01/2024;0;21602;0
27/01/2024;0;20827;0
28/01/2024;0;21057;0
29/01/2024;0;21273;0
30/01/2024;0;20801;0
31/01/2024;0;20406;0
01/02/2024;0;19959;0
02/02/2024;0;19376;0
03/02/2024;0;18783;0
04/02/2024;0;18934;0
05/02/2024;0;19454;0
06/02/2024;0;19204;0
07/02/2024;0;18511;0
08/02/2024;0;18011;0
09/02/2024;0;17662;0
10/02/2024;0;17119;0
11/02/2024;0;17290;0
12/02/2024;0;17933;0
13/02/2024;0;17799;0
14/02/2024;0;17592;0
15/02/2024;0;17029;0
16/02/2024;0;16624;0
17/02/2024;0;16124;0
18/02/2024;0;16367;0
19/02/2024;0;16696;0
20/02/2024;0;16742;0
21/02/2024;0;16533;0
22/02/2024;0;16033;0
23/02/2024;0;15603;0
24/02/2024;0;15021;0
25/02/2024;0;15240;0
26/02/2024;0;15547;0
27/02/2024;0;15184;0
28/02/2024;0;14841;0
29/02/2024;0;14487;0
01/03/2024;0;13907;0
02/03/2024;0;13256;0
03/03/2024;0;13387;0
04/03/2024;0;13711;0
05/03/2024;0;13280;0
06/03/2024;0;12883;0
07/03/2024;0;12441;0
08/03/2024;0;11990;0
09/03/2024;0;11355;0
10/03/2024;0;11420;0
11/03/2024;0;11430;0
12/03/2024;0;10976;0
13/03/2024;0;10801;0
14/03/2024;0;10394;0
15/03/2024;0;10013;0
16/03/2024;0;9583;0
17/03/2024;0;9558;0
18/03/2024;0;9532;0
19/03/2024;0;9288;0
20/03/2024;0;8955;0
21/03/2024;0;8672;0
22/03/2024;0;8387;0
23/03/2024;0;8034;0
24/03/2024;0;8030;0
25/03/2024;0;8116;0
26/03/2024;0;7956;0
27/03/2024;0;7722;0
28/03/2024;0;7557;0
29/03/2024;0;7223;0
30/03/2024;0;7039;0
31/03/2024;0;7084;0
01/04/2024;0;7111;0
02/04/2024;0;7098;0
03/04/2024;0;6932;0
04/04/2024;0;6656;0
05/04/2024;0;6548;0
06/04/2024;0;6345;0
07/04/2024;0;6398;0
08/04/2024;0;6492;0
09/04/2024;0;6347;0
10/04/2024;0;6232;0
11/04/2024;0;6162;0
12/04/2024;0;6010;0
13/04/2024;0;5692;0
14/04/2024;0;5621;0
15/04/2024;0;5722;0
16/04/2024;0;5663;0
17/04/2024;0;5480;0
18/04/2024;0;5253;0
19/04/2024;0;5138;0
20/04/2024;0;4979;0
21/04/2024;0;4925;0
22/04/2024;0;5065;0
23/04/2024;0;4881;0
24/04/2024;0;4836;0
25/04/2024;0;4636;0
